City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,nizhnesortymskiy,62.4397,71.7603,12.25,72,99,7.49,RU,2023-06-10 21:46:39
299,vitkov,49.7744,17.7494,15.58,82,100,6.52,CZ,2023-06-10 21:46:39
300,port douglas,-16.4833,145.4667,21.8,77,26,2.01,AU,2023-06-10 21:46:39
301,touros,-5.1989,-35.4608,25.65,81,0,5.86,BR,2023-06-10 21:46:39
302,la romana,18.4273,-68.9728,30.2,79,40,3.09,DO,2023-06-10 21:44:05
303,mazan,44.0568,5.1275,21.64,83,12,0.98,FR,2023-06-10 21:46:39
304,doka,13.5167,35.7667,25.15,73,100,3.14,SD,2023-06-10 21:46:40
305,kirakira,-10.4544,161.9205,27.75,81,72,3.08,SB,2023-06-10 21:46:40
306,nadi,-17.8,177.4167,25.0,61,40,4.12,FJ,2023-06-10 21:46:40
307,isiro,2.7739,27.616,18.83,99,100,0.06,CD,2023-06-10 21:46:40
308,cedeira,43.6797,-8.0209,17.21,82,37,1.69,ES,2023-06-10 21:46:40
309,qaqortoq,60.7167,-46.0333,5.57,62,99,1.67,GL,2023-06-10 21:46:40
310,sarriguren,42.8106,-1.5927,17.98,82,0,3.6,ES,2023-06-10 21:46:40
311,ust'-kalmanka,52.1207,83.305,9.15,95,1,2.3,RU,2023-06-10 21:46:41
312,vorkuta,67.5,64.0,8.12,90,100,0.82,RU,2023-06-10 21:44:37
313,princeville,45.7668,-61.2985,13.28,90,100,3.6,CA,2023-06-10 21:46:41
314,carnarvon,-24.8667,113.6333,19.32,66,16,4.54,AU,2023-06-10 21:46:41
315,merizo village,13.2658,144.6691,28.88,79,83,3.63,GU,2023-06-10 21:46:41
316,la foa,-21.7108,165.8276,20.82,60,0,1.7,NC,2023-06-10 21:46:41
317,kodiak,57.79,-152.4072,8.73,93,100,6.17,US,2023-06-10 21:46:41
318,cinisi,38.1562,13.1073,22.14,87,20,3.09,IT,2023-06-10 21:46:41
319,nandurbar,21.3667,74.25,29.18,58,100,4.79,IN,2023-06-10 21:46:41
320,callao,-12.0667,-77.15,24.29,68,75,7.2,PE,2023-06-10 21:46:42
321,mwinilunga,-11.7358,24.4293,16.13,48,7,1.25,ZM,2023-06-10 21:46:42
322,holualoa,19.6228,-155.9522,26.97,79,40,4.12,US,2023-06-10 21:46:42
323,salalah,17.0151,54.0924,29.05,89,75,3.6,OM,2023-06-10 21:46:42
324,katsuura,35.1333,140.3,20.01,93,98,3.06,JP,2023-06-10 21:46:42
325,afaahiti,-17.75,-149.2833,27.93,69,88,6.67,PF,2023-06-10 21:46:42
326,saipan,15.1355,145.701,29.39,100,40,3.58,MP,2023-06-10 21:46:34
327,franceville,-1.6333,13.5836,22.84,93,51,1.04,GA,2023-06-10 21:46:42
328,lasem,-6.6922,111.4527,24.39,80,82,2.72,ID,2023-06-10 21:46:43
329,broken hill,-31.95,141.4333,9.1,69,0,3.57,AU,2023-06-10 21:46:43
330,mariental,-24.6333,17.9667,13.21,16,0,1.19,NA,2023-06-10 21:46:43
331,ilok,45.2222,19.3769,19.7,90,88,1.28,HR,2023-06-10 21:46:32
332,dakhla,23.6848,-15.958,23.01,78,0,7.2,EH,2023-06-10 21:46:43
333,slavyanka,42.8633,131.3847,13.42,95,100,3.04,RU,2023-06-10 21:46:43
334,rio grande,-32.035,-52.0986,14.06,84,97,6.37,BR,2023-06-10 21:46:43
335,general acha,-37.377,-64.6043,6.51,39,3,5.1,AR,2023-06-10 21:46:43
336,iglino,54.8324,56.4126,14.05,88,100,3.92,RU,2023-06-10 21:46:43
337,brookings,44.3114,-96.7984,23.95,81,75,2.06,US,2023-06-10 21:44:17
338,mana,5.6592,-53.7767,26.13,89,21,3.57,GF,2023-06-10 21:46:44
339,nyurba,63.2842,118.3319,19.19,80,59,3.51,RU,2023-06-10 21:46:44
340,bulayevo,54.9056,70.4439,10.48,78,1,2.95,KZ,2023-06-10 21:46:44
341,saint dennis,38.1884,-85.8458,29.61,36,75,4.12,US,2023-06-10 21:46:44
342,xilin hot,43.9667,116.0333,9.6,92,34,2.1,CN,2023-06-10 21:46:44
343,vilyuchinsk,52.9306,158.4028,18.15,51,47,2.84,RU,2023-06-10 21:46:44
344,celestun,20.8667,-90.4,29.61,67,2,5.84,MX,2023-06-10 21:46:44
345,kuvshinovo,57.0295,34.1725,4.68,75,6,2.03,RU,2023-06-10 21:46:45
346,emerald,-23.5333,148.1667,10.75,56,0,2.86,AU,2023-06-10 21:46:45
347,langepas,61.2544,75.2124,13.04,55,100,4.35,RU,2023-06-10 21:46:45
348,cannonvale,-20.2833,148.7,20.66,85,59,5.74,AU,2023-06-10 21:46:45
349,kalaleh,37.3807,55.4916,22.78,83,75,0.0,IR,2023-06-10 21:46:45
350,villa gesell,-37.2639,-56.973,7.25,60,2,7.2,AR,2023-06-10 21:46:45
351,diego martin,10.7005,-61.5342,26.19,88,21,5.17,TT,2023-06-10 21:46:45
352,mangrol,21.1167,70.1167,29.26,76,85,8.71,IN,2023-06-10 21:46:45
353,sao tome,0.3365,6.7273,25.02,83,20,4.12,ST,2023-06-10 21:46:45
354,polyarnyy,69.1989,33.4478,6.84,69,99,3.74,RU,2023-06-10 21:46:46
355,port saint john's,-31.6229,29.5448,14.48,73,0,2.86,ZA,2023-06-10 21:46:46
356,ust'-kulom,61.6864,53.6902,3.28,92,87,3.63,RU,2023-06-10 21:46:46
357,beyneu,45.3167,55.2,24.66,20,75,4.98,KZ,2023-06-10 21:46:46
358,piedmont,37.8244,-122.2316,25.96,71,75,4.02,US,2023-06-10 21:46:46
359,hidden valley,39.1623,-84.843,29.69,34,0,4.12,US,2023-06-10 21:46:46
360,sirte,31.2089,16.5887,24.28,57,93,7.64,LY,2023-06-10 21:46:46
361,plastun,44.7561,136.2939,14.81,84,52,0.39,RU,2023-06-10 21:46:46
362,ad dawadimi,24.5077,44.3924,30.64,12,2,5.43,SA,2023-06-10 21:46:46
363,daru,-9.0763,143.2092,25.8,86,78,6.19,PG,2023-06-10 21:46:47
364,kargasok,59.0556,80.8572,7.96,61,0,3.31,RU,2023-06-10 21:46:47
365,perryton,36.4,-100.8027,29.55,38,0,0.0,US,2023-06-10 21:46:47
366,bardai,11.65,7.2333,26.16,68,100,3.5,NG,2023-06-10 21:46:47
367,taro,-8.3862,115.28,22.0,96,71,0.49,ID,2023-06-10 21:46:47
368,ayorou,14.7308,0.9174,33.13,36,96,1.34,NE,2023-06-10 21:46:47
369,preobrazheniye,42.9019,133.9064,14.03,85,97,3.9,RU,2023-06-10 21:46:47
370,rosetta,31.4044,30.4164,21.83,80,38,4.31,EG,2023-06-10 21:46:47
371,el bayadh,33.6832,1.0193,21.1,37,0,6.41,DZ,2023-06-10 21:46:47
372,rakops,-21.0167,24.3333,17.18,21,0,3.48,BW,2023-06-10 21:46:48
373,chernyshevskiy,63.0128,112.4714,8.22,81,100,4.56,RU,2023-06-10 21:46:48
374,la gi,10.6667,107.7833,25.4,91,99,4.12,VN,2023-06-10 21:46:48
375,greci,45.1833,28.2333,19.16,67,99,1.01,RO,2023-06-10 21:46:48
376,alofi,-19.0595,-169.9187,24.94,94,31,4.63,NU,2023-06-10 21:46:48
377,mount pearl,47.5166,-52.7813,9.14,95,100,5.66,CA,2023-06-10 21:46:48
378,surami,42.0243,43.5556,14.52,93,91,1.74,GE,2023-06-10 21:46:48
379,miramichi,47.0043,-65.4654,15.53,66,74,1.94,CA,2023-06-10 21:46:49
380,hadibu,12.65,54.0333,28.23,80,100,9.62,YE,2023-06-10 21:46:02
381,tateyama,34.9833,139.8667,19.96,100,75,3.6,JP,2023-06-10 21:46:49
382,colombo,6.9319,79.8478,26.97,83,93,5.5,LK,2023-06-10 21:46:49
383,umm kaddadah,13.6017,26.6876,28.11,54,82,5.13,SD,2023-06-10 21:46:49
384,elliot lake,46.3834,-82.6331,17.93,64,94,3.51,CA,2023-06-10 21:46:49
385,vorotynets,56.0603,45.8633,4.77,79,69,2.72,RU,2023-06-10 21:46:49
386,ruiz,21.95,-105.15,34.39,37,17,5.17,MX,2023-06-10 21:46:49
387,natal,-5.795,-35.2094,26.36,89,0,3.6,BR,2023-06-10 21:45:48
388,san luis,-33.295,-66.3356,7.25,28,22,5.42,AR,2023-06-10 21:44:58
389,bikenibeu village,1.3673,173.1241,30.98,74,20,2.57,KI,2023-06-10 21:46:50
390,gazojak,41.1875,61.4036,25.84,17,75,7.91,TM,2023-06-10 21:46:50
391,loreto,22.2667,-101.9667,32.68,8,2,1.49,MX,2023-06-10 21:44:07
392,hasaki,35.7333,140.8333,20.68,96,100,0.96,JP,2023-06-10 21:46:50
393,crucecita,-28.95,-58.9833,14.24,83,96,7.5,AR,2023-06-10 21:46:50
394,amos,48.5669,-78.1162,14.73,90,100,2.35,CA,2023-06-10 21:43:59
395,fale old settlement,-9.3852,-171.2468,28.72,79,86,5.65,TK,2023-06-10 21:46:50
396,illapel,-31.6308,-71.1653,13.47,73,56,1.89,CL,2023-06-10 21:46:50
397,al jawf,29.5,38.75,27.85,28,0,9.14,SA,2023-06-10 21:46:50
398,bisert',56.8617,59.0523,4.76,96,97,2.1,RU,2023-06-10 21:46:51
399,qorveh,35.1664,47.8045,16.71,44,36,2.27,IR,2023-06-10 21:46:51
400,puerto tirol,-27.3722,-59.0821,20.04,77,40,7.2,AR,2023-06-10 21:46:51
401,ojocaliente,21.8775,-102.6754,32.08,6,7,5.65,MX,2023-06-10 21:46:51
402,xining,36.6167,101.7667,12.7,54,98,1.1,CN,2023-06-10 21:46:51
403,labytnangi,66.6572,66.4183,9.69,96,100,1.43,RU,2023-06-10 21:46:51
404,clewiston,26.7542,-80.9337,30.02,58,59,0.21,US,2023-06-10 21:44:22
405,port shepstone,-30.7414,30.455,14.63,70,0,3.54,ZA,2023-06-10 21:46:51
406,camabatela,-8.1881,15.375,18.47,87,40,0.66,AO,2023-06-10 21:46:51
407,jiujiang,29.7333,115.9833,26.22,80,100,1.18,CN,2023-06-10 21:46:52
408,grand falls-windsor,48.9332,-55.6649,5.28,94,100,2.68,CA,2023-06-10 21:46:52
409,questembert,47.6667,-2.4667,18.46,88,0,2.57,FR,2023-06-10 21:46:52
410,gadzhiyevo,69.2551,33.3362,6.47,68,99,3.93,RU,2023-06-10 21:46:52
411,ribeira brava,32.65,-17.0667,21.35,82,18,2.91,PT,2023-06-10 21:46:52
412,basingstoke,51.2625,-1.0871,20.87,82,46,2.06,GB,2023-06-10 21:46:52
413,kalemie,-5.9475,29.1947,21.77,78,6,1.71,CD,2023-06-10 21:46:52
414,prabumulih,-3.45,104.25,22.41,99,22,1.31,ID,2023-06-10 21:46:52
415,vernon,50.2581,-119.2691,25.06,63,72,1.54,CA,2023-06-10 21:46:53
416,namibe,-15.1961,12.1522,18.33,82,43,3.49,AO,2023-06-10 21:46:53
417,amarante do maranhao,-5.5667,-46.7422,25.47,63,39,1.18,BR,2023-06-10 21:46:53
418,coahuayana de hidalgo,18.7,-103.6583,31.39,58,82,3.33,MX,2023-06-10 21:46:53
419,kingsville,27.5159,-97.8561,39.1,53,0,7.2,US,2023-06-10 21:46:53
420,novoishimskiy,53.1981,66.7694,13.82,50,1,3.78,KZ,2023-06-10 21:46:53
421,la paz,-16.5,-68.15,15.99,14,20,3.09,BO,2023-06-10 21:46:53
422,cidreira,-30.1811,-50.2056,19.9,86,80,3.11,BR,2023-06-10 21:43:36
423,nanao,37.05,136.9667,20.71,95,100,1.88,JP,2023-06-10 21:46:53
424,luderitz,-26.6481,15.1594,12.42,86,0,2.87,NA,2023-06-10 21:46:54
425,danville,36.586,-79.395,29.13,33,0,2.68,US,2023-06-10 21:46:54
426,kindu,-2.95,25.95,21.61,89,100,1.29,CD,2023-06-10 21:46:54
427,west bay,19.3667,-81.4167,31.14,77,20,4.63,KY,2023-06-10 21:46:54
428,havre,49.5833,0.3333,19.55,88,100,3.6,FR,2023-06-10 21:46:54
429,mastic beach,40.7668,-72.8521,25.12,68,20,6.17,US,2023-06-10 21:46:54
430,kuchera,26.9839,73.9719,32.98,32,0,8.4,IN,2023-06-10 21:46:54
431,kuta,-8.7233,115.1723,25.97,88,75,1.03,ID,2023-06-10 21:46:54
432,morondava,-20.2833,44.2833,20.43,86,0,4.49,MG,2023-06-10 21:46:54
433,saulkrasti,57.2622,24.4147,10.97,61,0,4.29,LV,2023-06-10 21:46:55
434,souillac,-20.5167,57.5167,22.21,78,20,2.06,MU,2023-06-10 21:46:55
435,alice springs,-23.7,133.8833,14.75,30,75,2.06,AU,2023-06-10 21:46:55
436,lautoka,-17.6167,177.4667,24.92,61,40,4.12,FJ,2023-06-10 21:46:55
437,rancho palos verdes,33.7445,-118.387,22.48,85,100,3.6,US,2023-06-10 21:46:55
438,pemangkat,1.1667,108.9667,25.56,86,48,1.79,ID,2023-06-10 21:46:55
439,vila franca do campo,37.7167,-25.4333,18.23,78,44,4.27,PT,2023-06-10 21:46:55
440,flin flon,54.7682,-101.865,20.91,37,75,3.6,CA,2023-06-10 21:46:55
441,trinity beach,-16.7888,145.6968,21.67,93,100,4.12,AU,2023-06-10 21:46:55
442,happy valley-goose bay,53.3168,-60.3315,19.17,55,20,4.63,CA,2023-06-10 21:45:11
443,bunia,1.5667,30.25,16.54,96,79,1.02,CD,2023-06-10 21:46:56
444,warah,27.4481,67.7978,33.27,37,88,5.04,PK,2023-06-10 21:46:56
445,quatre cocos,-20.2078,57.7625,22.06,74,2,4.21,MU,2023-06-10 21:46:56
446,pelabuhanratu,-6.9875,106.5514,24.98,87,32,2.03,ID,2023-06-10 21:46:56
447,leticia,-4.2153,-69.9406,27.03,89,40,1.03,CO,2023-06-10 21:46:56
448,chibougamau,49.9168,-74.3659,13.79,88,100,2.06,CA,2023-06-10 21:43:30
449,nova xavantina,-14.6667,-52.35,27.77,45,68,1.2,BR,2023-06-10 21:46:56
450,bandar lampung,-5.4254,105.258,23.12,95,20,0.74,ID,2023-06-10 21:46:57
451,el calafate,-50.3408,-72.2768,0.43,74,97,3.83,AR,2023-06-10 21:46:57
452,mascara,35.3966,0.1403,20.51,36,13,1.81,DZ,2023-06-10 21:46:57
453,sechura,-5.5569,-80.8222,27.34,60,54,7.74,PE,2023-06-10 21:46:57
454,constantia,44.1833,28.65,18.38,87,96,2.57,RO,2023-06-10 21:44:22
455,alcala de xivert,40.258,0.2689,21.79,68,79,2.33,ES,2023-06-10 21:46:57
456,recani,31.2846,-4.2688,30.0,15,0,1.21,MA,2023-06-10 21:46:57
457,vega de alatorre,20.0333,-96.6333,31.02,73,43,5.75,MX,2023-06-10 21:46:57
458,zdvinsk,54.7021,78.661,11.09,61,3,2.52,RU,2023-06-10 21:46:57
459,bengkulu,-3.8004,102.2655,23.77,91,7,1.57,ID,2023-06-10 21:46:58
460,conde,-7.2597,-34.9075,25.7,89,0,3.6,BR,2023-06-10 21:46:58
461,murzuq,25.9155,13.9184,30.81,22,0,4.74,LY,2023-06-10 21:46:58
462,aykhal,66.0,111.5,9.98,94,97,7.97,RU,2023-06-10 21:46:58
463,horta,38.5333,-28.6333,17.23,73,32,4.02,PT,2023-06-10 21:46:58
464,corner brook,48.9667,-57.9484,7.09,99,100,0.85,CA,2023-06-10 21:46:58
465,mahibadhoo,3.7833,72.9667,28.55,78,100,6.89,MV,2023-06-10 21:46:58
466,kapa'a,22.0752,-159.319,28.18,76,75,5.66,US,2023-06-10 21:46:59
467,walvis bay,-22.9575,14.5053,12.27,100,0,1.03,NA,2023-06-10 21:46:43
468,el granada,37.5027,-122.4694,23.84,73,75,6.69,US,2023-06-10 21:46:59
469,revda,56.801,59.9303,6.64,95,97,2.93,RU,2023-06-10 21:46:59
470,khandyga,62.6667,135.6,17.49,49,23,1.26,RU,2023-06-10 21:46:59
471,kiskunlachaza,47.1884,19.0093,20.58,92,41,2.57,HU,2023-06-10 21:46:59
472,towcester,52.1336,-0.9906,18.84,93,82,2.76,GB,2023-06-10 21:46:59
473,n'zeto,-7.2312,12.8666,22.27,92,24,2.94,AO,2023-06-10 21:46:59
474,tenenkou,14.4572,-4.9169,36.45,24,93,3.82,ML,2023-06-10 21:47:00
475,jalqani,12.4486,34.2186,27.19,64,78,4.02,SD,2023-06-10 21:47:00
476,sciacca,37.5082,13.0881,22.8,86,87,3.42,IT,2023-06-10 21:44:36
477,sovetskaya gavan',48.9723,140.2878,13.71,75,31,2.83,RU,2023-06-10 21:47:00
478,la'ie,21.6477,-157.9253,29.98,72,73,2.68,US,2023-06-10 21:47:00
479,revelstoke,50.9832,-118.2023,22.01,68,100,2.06,CA,2023-06-10 21:47:00
480,felege neway,6.3,36.8833,18.03,91,98,0.83,ET,2023-06-10 21:47:01
481,wau,7.7029,27.9953,22.48,94,100,3.81,SS,2023-06-10 21:47:01
482,angaur state,6.906,134.13,28.62,75,87,3.01,PW,2023-06-10 21:47:01
483,carbonear,47.7332,-53.2148,9.86,95,100,3.53,CA,2023-06-10 21:47:01
484,pacific grove,36.6177,-121.9166,17.36,85,100,3.6,US,2023-06-10 21:47:01
485,sao joao do piaui,-8.3581,-42.2467,29.89,32,50,3.82,BR,2023-06-10 21:47:01
486,dauphin,51.1494,-100.0502,20.08,34,0,4.63,CA,2023-06-10 21:47:01
487,thinadhoo,0.5333,72.9333,27.79,76,53,2.46,MV,2023-06-10 21:47:01
488,mount isa,-20.7333,139.5,7.87,66,0,0.0,AU,2023-06-10 21:47:01
489,kingscliff,-28.2667,153.5667,13.89,94,88,0.0,AU,2023-06-10 21:47:02
490,purpe,64.4803,76.6897,9.56,47,100,8.54,RU,2023-06-10 21:47:02
491,camborne,50.2131,-5.2973,16.01,100,100,2.06,GB,2023-06-10 21:47:02
492,zaragoza,41.6561,-0.8773,25.45,43,20,4.12,ES,2023-06-10 21:46:03
493,howard springs,-12.497,131.047,21.95,79,6,2.76,AU,2023-06-10 21:47:02
494,uruguaiana,-29.7547,-57.0883,15.96,88,100,10.29,BR,2023-06-10 21:47:02
495,tidjikja,18.5564,-11.4271,35.35,14,20,6.76,MR,2023-06-10 21:47:02
496,marivan,35.5219,46.176,19.87,45,99,1.54,IR,2023-06-10 21:47:02
497,machico,32.7,-16.7667,21.35,78,20,8.23,PT,2023-06-10 21:47:03
498,fort wellington,6.4,-57.6,26.62,81,4,3.31,GY,2023-06-10 21:47:03
499,martapura,-3.4167,114.85,24.05,100,97,1.54,ID,2023-06-10 21:47:03
500,amahai,-3.3333,128.9167,27.22,92,100,2.29,ID,2023-06-10 21:47:03
501,humaita,-7.5061,-63.0208,27.69,72,99,0.25,BR,2023-06-10 21:47:03
502,trincomalee,8.5711,81.2335,28.22,75,100,9.28,LK,2023-06-10 21:47:03
503,takanabe,32.1333,131.5,20.94,98,100,1.06,JP,2023-06-10 21:47:03
504,baruun-urt,46.6806,113.2792,12.97,68,61,3.38,MN,2023-06-10 21:47:03
505,tarawa,1.419,172.984,31.05,74,20,2.57,KI,2023-06-10 21:47:04
506,xianning,29.8833,114.2167,25.6,71,98,1.49,CN,2023-06-10 21:47:04
507,santa terezinha,-29.9002,-50.0904,20.88,79,59,2.54,BR,2023-06-10 21:47:04
508,pirgaaj,25.8604,88.3635,26.53,79,2,1.86,BD,2023-06-10 21:47:04
509,grajau,-5.8194,-46.1386,27.67,61,63,0.97,BR,2023-06-10 21:47:04
510,kourou,5.1552,-52.6478,28.03,88,13,2.93,GF,2023-06-10 21:47:04
511,chandler,33.3062,-111.8412,38.37,9,0,4.02,US,2023-06-10 21:42:33
512,jijel,36.8205,5.7667,18.97,77,0,1.03,DZ,2023-06-10 21:47:04
513,florence,43.7667,11.25,20.96,94,20,1.03,IT,2023-06-10 21:45:01
514,tromso,69.6496,18.957,9.65,66,0,3.09,NO,2023-06-10 21:47:05
515,fort bragg,35.139,-79.006,31.22,28,20,3.6,US,2023-06-10 21:47:05
516,vadso,70.0744,29.7487,8.49,81,100,6.69,NO,2023-06-10 21:47:05
517,fort st. john,56.2499,-120.8529,20.94,60,75,3.09,CA,2023-06-10 21:47:05
518,minab,27.1467,57.0801,32.81,41,3,0.25,IR,2023-06-10 21:47:05
519,amga,60.8953,131.9608,17.18,57,96,1.08,RU,2023-06-10 21:47:05
520,diebougou,10.9667,-3.25,28.37,54,100,3.07,BF,2023-06-10 21:47:05
521,ixtapa,20.7,-105.2,29.57,70,40,6.69,MX,2023-06-10 21:47:05
522,kisangani,0.5167,25.2,22.03,87,88,0.62,CD,2023-06-10 21:47:05
523,afif,23.9065,42.9172,32.67,15,71,5.84,SA,2023-06-10 21:47:06
524,korla,41.7597,86.1469,28.36,13,78,3.73,CN,2023-06-10 21:47:06
525,laghouat,33.8,2.8651,26.57,22,0,6.48,DZ,2023-06-10 21:47:06
526,lewistown,40.5992,-77.5714,27.67,62,0,3.6,US,2023-06-10 21:47:06
527,bonanza,14.0289,-84.591,29.88,66,59,1.97,NI,2023-06-10 21:47:06
528,tazacorte,28.629,-17.9293,21.54,72,0,2.68,ES,2023-06-10 21:47:06
529,pindushi,62.9152,34.58,5.38,74,82,1.91,RU,2023-06-10 21:47:06
530,taos,36.4072,-105.5731,25.31,19,0,6.69,US,2023-06-10 21:47:06
531,fortuna,40.5982,-124.1573,18.85,81,40,5.66,US,2023-06-10 21:45:27
532,tralee,52.2704,-9.7026,15.53,96,71,2.72,IE,2023-06-10 21:47:07
533,acajutla,13.5928,-89.8275,30.08,71,93,2.94,SV,2023-06-10 21:47:07
534,coyhaique,-45.5752,-72.0662,3.34,75,20,2.06,CL,2023-06-10 21:47:07
535,porto velho,-8.7619,-63.9039,31.03,62,0,2.06,BR,2023-06-10 21:45:07
536,okha,53.5739,142.9478,9.6,90,100,5.76,RU,2023-06-10 21:47:07
537,plouzane,48.3833,-4.6167,17.1,91,100,3.09,FR,2023-06-10 21:43:54
538,arkhangel'sk,64.5401,40.5433,3.15,83,83,2.25,RU,2023-06-10 21:44:29
539,itaiba,-8.9475,-37.4228,21.1,89,40,3.62,BR,2023-06-10 21:47:07
540,shimla,31.1,77.1667,16.65,55,21,2.4,IN,2023-06-10 21:43:27
541,marquette,46.5333,-87.6335,9.87,95,99,3.58,US,2023-06-10 21:47:08
542,st. john's,47.5649,-52.7093,9.6,95,100,5.66,CA,2023-06-10 21:46:54
543,roccella ionica,38.322,16.4009,20.63,78,96,2.6,IT,2023-06-10 21:47:08
544,sao vicente,-23.9631,-46.3919,28.1,49,0,3.16,BR,2023-06-10 21:46:53
545,along,28.1667,94.7667,22.81,97,91,0.26,IN,2023-06-10 21:47:08
546,haiku-pauwela,20.9219,-156.3051,30.01,42,20,10.8,US,2023-06-10 21:47:08
547,nobres,-14.7203,-56.3275,28.9,44,56,1.19,BR,2023-06-10 21:47:08
548,mumbwa,-14.9783,27.0619,17.04,36,3,2.06,ZM,2023-06-10 21:47:08
549,manta,-0.95,-80.7333,28.88,89,75,7.6,EC,2023-06-10 21:47:08
550,sisimiut,66.9395,-53.6735,5.61,75,100,16.13,GL,2023-06-10 21:47:08
551,viedma,-40.8135,-62.9967,8.14,50,98,7.63,AR,2023-06-10 21:47:09
552,raja,8.4596,25.678,22.06,86,100,0.51,SS,2023-06-10 21:47:09
553,aguada de pasajeros,22.385,-80.8508,31.53,56,35,4.49,CU,2023-06-10 21:47:09
554,indianola,41.3581,-93.5574,24.27,93,100,3.82,US,2023-06-10 21:47:09
555,tobelo,1.7284,128.0095,26.3,84,58,1.06,ID,2023-06-10 21:47:09
556,birao,10.2849,22.7882,24.63,77,97,1.09,CF,2023-06-10 21:47:09
557,klaksvik,62.2266,-6.589,11.51,94,100,2.89,FO,2023-06-10 21:47:09
558,dikwa,12.024,13.9165,31.05,49,94,3.56,NG,2023-06-10 21:47:09
559,alesund,62.4723,6.1549,14.95,76,0,2.06,NO,2023-06-10 21:47:10
560,sao jose da coroa grande,-8.8978,-35.1478,24.56,78,9,2.89,BR,2023-06-10 21:47:10
561,monte caseros,-30.2536,-57.6363,14.3,74,100,6.11,AR,2023-06-10 21:47:10
562,queimados,-22.7161,-43.5553,24.78,61,0,1.46,BR,2023-06-10 21:44:14
563,jambi city,-1.6,103.6167,22.74,95,13,1.27,ID,2023-06-10 21:47:10
564,ajaccio,42.0,8.9167,18.99,83,75,1.54,FR,2023-06-10 21:44:52
565,mek'ele,13.4967,39.4753,19.13,58,100,1.28,ET,2023-06-10 21:47:10
566,petauke,-14.2426,31.3253,18.34,39,22,2.31,ZM,2023-06-10 21:47:10
567,ath thawrah,35.8469,38.5443,25.1,40,3,6.82,SY,2023-06-10 21:47:10
568,westport,41.1415,-73.3579,26.16,48,75,6.17,US,2023-06-10 21:44:35
569,luanda,-8.8368,13.2343,24.0,83,75,4.12,AO,2023-06-10 21:47:11
570,selkirk,50.1436,-96.8845,22.83,40,0,3.58,CA,2023-06-10 21:44:59
571,tolanaro,-25.0319,46.9987,20.04,94,20,2.06,MG,2023-06-10 21:47:11
572,varkaus,62.3153,27.873,9.06,68,43,2.16,FI,2023-06-10 21:47:11
573,muynoq,43.7683,59.0214,23.22,45,9,8.28,UZ,2023-06-10 21:47:11
574,konigslutter am elm,52.25,10.8167,17.94,89,32,1.54,DE,2023-06-10 21:47:11
575,saint-pierre,-21.3393,55.4781,21.98,78,0,2.57,RE,2023-06-10 21:47:11
576,huarmey,-10.0681,-78.1522,22.78,75,10,5.03,PE,2023-06-10 21:47:11
577,hami,42.8,93.45,27.89,16,0,4.23,CN,2023-06-10 21:47:12
578,puerto leguizamo,-0.1934,-74.7819,25.85,93,92,0.71,CO,2023-06-10 21:47:12
579,hovd,48.0056,91.6419,20.45,32,19,1.15,MN,2023-06-10 21:47:12
580,luganville,-15.5333,167.1667,24.47,84,100,5.53,VU,2023-06-10 21:47:12
581,nadym,65.5333,72.5167,12.1,54,100,11.27,RU,2023-06-10 21:47:12
582,howrah,22.5892,88.3103,29.0,89,75,1.54,IN,2023-06-10 21:47:12
583,nemuro,43.3236,145.575,10.05,96,89,0.91,JP,2023-06-10 21:47:12
